sex,BMI,height,weight
M,29.32,180.34,95.25432
F,28.27,167.64,79.3786
F,29.76,170.18,86.18248
F,35.27,160.02,90.264808
F,33.46,172.72,99.79024
M,39.31,182.88,131.54168
F,21.13,170.18,61.23492
M,26.79,193.04,99.79024
F,28.29,162.56,74.84268
M,23.74,187.96,83.91452
M,20.33,182.88,68.0388
F,32.01,157.48,79.3786
M,31.31,170.18,90.7184
M,26.54,177.8,83.91452
M,27.46,162.56,72.57472
F,27.41,157.48,68.0388
M,25.1,180.34,81.64656
F,26.62,170.18,77.11064
F,24.81,160.02,63.50288
F,20.81,177.8,65.77084
M,25.81,177.8,81.64656
F,33.67,160.02,86.18248
M,26.54,177.8,83.91452
M,28.49,182.88,95.25432
M,35.87,177.8,113.398
M,25.1,180.34,81.64656
F,29.52,175.26,90.7184
F,22.21,149.86,49.89512
F,19.84,154.94,47.62716
F,22.32,162.56,58.96696
F,34.99,162.56,92.532768
F,17.23,170.18,49.89512
F,27.25,157.48,67.585208
F,32.94,165.1,89.811216
M,38.36,180.34,124.7378
F,25.6,157.48,63.50288
F,27.13,167.64,76.203456
M,25.85,172.72,77.11064
M,33.5,180.34,108.86208
M,26.96,187.96,95.25432
M,23.63,175.26,72.57472
M,20.99,172.72,62.595696
M,31.25,190.5,113.398
F,20.42,154.94,48.987936
M,39.15,170.18,113.398
F,28.29,162.56,74.84268
F,18.45,175.26,56.699
F,27.46,162.56,72.57472
M,19.14,185.42,65.77084
M,38.79,172.72,115.66596
F,28.29,162.56,74.84268
M,21.7,182.88,72.57472
F,20.47,165.1,55.791816
F,39.55,167.64,111.13004
F,20.58,162.56,54.43104
M,23.72,180.34,77.11064
F,38.18,154.94,91.625584
M,33.5,180.34,108.86208
M,26.88,175.26,82.553744
M,31.68,185.42,108.86208
F,27.46,160.02,70.30676
F,24.75,170.18,71.667536
F,32.42,152.4,75.296272
F,31.73,162.56,83.91452
F,28.83,170.18,83.460928
M,29.52,175.26,90.7184
M,27.27,177.8,86.18248
F,30.03,162.56,79.3786
F,26.56,160.02,68.0388
F,22.72,170.18,65.77084
F,23.15,162.56,61.23492
F,34.31,162.56,90.7184
F,26.89,157.48,66.678024
M,24.39,187.96,86.18248
F,21.79,162.56,57.606184
M,28.17,170.18,81.64656
F,26.92,172.72,80.285784
M,26.31,187.96,92.98636
M,22.2,172.72,66.224432
M,29.03,185.42,99.79024
F,24.95,165.1,68.0388
M,33.93,167.64,95.25432
M,29.32,180.34,95.25432
F,30.12,160.02,77.11064
M,23.1,172.72,68.945984
F,24.89,162.56,65.77084
M,33.28,165.1,90.7184
F,25.84,175.26,79.3786
M,30.26,175.26,92.98636
F,22.06,172.72,65.77084
F,22.8,172.72,68.0388
M,18.15,180.34,58.96696
F,22.13,154.94,53.070264
F,26.53,157.48,65.77084
F,34.02,157.48,84.368112
F,19.03,162.56,50.348712
F,28.33,152.4,65.77084
F,35.53,167.64,99.79024
M,28.27,167.64,79.3786
M,25.77,182.88,86.18248
F,25.72,162.56,68.0388
M,26.92,180.34,87.543256
M,25.75,185.42,88.45044
M,26.96,187.96,95.25432
M,30.41,172.72,90.7184
F,21.0,167.64,58.96696
M,26.52,180.34,86.18248
M,29.24,193.04,108.86208
M,38.35,170.18,111.13004
F,25.6,157.48,63.50288
F,31.26,152.4,72.57472
M,28.49,182.88,95.25432
M,35.53,167.64,99.79024
M,25.82,170.18,74.84268
F,37.13,167.64,104.32616
M,24.55,180.34,79.832192
M,29.52,175.26,90.7184
F,28.36,160.02,72.57472
M,24.39,182.88,81.64656
M,29.83,193.04,111.13004
M,22.8,172.72,68.0388
M,30.15,177.8,95.25432
M,30.52,182.88,102.0582
M,31.65,193.04,117.93392
M,28.05,175.26,86.18248
M,23.47,170.18,68.0388
M,23.98,177.8,75.749864
M,28.62,165.1,78.017824
M,30.69,167.64,86.18248
F,22.15,160.02,56.699
F,25.19,152.4,58.513368
M,23.79,170.18,68.945984
M,29.67,172.72,88.45044
M,25.06,170.18,72.57472
F,28.62,165.1,78.017824
M,32.79,180.34,106.59412
F,27.34,152.4,63.50288
M,23.44,180.34,76.203456
F,25.85,167.64,72.57472
M,22.97,177.8,72.57472
F,23.91,160.02,61.23492
F,23.44,160.02,59.874144
F,30.87,152.4,71.667536
F,26.55,175.26,81.64656
F,25.72,162.56,68.0388
F,21.92,170.18,63.50288
M,38.51,180.34,125.191392
M,21.7,182.88,72.57472
M,25.53,177.8,80.739376
M,25.09,175.26,77.11064
F,26.63,167.64,74.84268
F,25.51,154.94,61.23492
F,29.16,162.56,77.11064
M,27.11,182.88,90.7184
M,27.22,180.34,88.45044
F,24.03,152.4,55.791816
F,31.02,160.02,79.3786
F,25.57,162.56,67.585208
M,25.37,170.18,73.481904
M,23.74,185.42,81.64656
F,19.2,175.26,58.96696
F,31.08,157.48,77.11064
M,39.86,175.26,122.46984
F,24.34,175.26,74.84268
M,20.66,175.26,63.50288
F,40.74,160.02,104.32616
F,21.93,157.48,54.43104
F,29.28,152.4,68.0388
F,25.72,162.56,68.0388
F,30.96,165.1,84.368112
M,41.59,180.34,135.170416
F,22.32,162.56,58.96696
F,28.05,175.26,86.18248
M,24.95,165.1,68.0388
M,24.27,180.34,78.925008
M,30.15,177.8,95.25432
M,20.01,190.5,72.57472
F,26.26,149.86,58.96696
M,23.74,185.42,81.64656
M,25.85,172.72,77.11064
F,31.08,157.48,77.11064
F,29.28,152.4,68.0388
M,39.15,170.18,113.398
M,26.26,190.5,95.25432
M,25.32,193.04,94.347136
F,31.17,160.02,79.832192
M,27.06,185.42,92.98636
M,30.01,190.5,108.86208
F,39.11,165.1,106.59412
F,28.33,152.4,65.77084
M,27.59,187.96,97.52228
F,20.47,165.1,55.791816
F,27.63,167.64,77.564232
M,23.36,185.42,80.285784
M,31.01,175.26,95.25432
M,31.62,165.1,86.18248
M,30.86,162.56,81.64656
F,21.76,154.94,52.16308
F,21.79,167.64,61.23492
F,26.47,154.94,63.50288
M,26.18,193.04,97.52228
F,23.25,167.64,65.317248
F,23.91,160.02,61.23492
M,26.31,187.96,92.98636
F,24.21,149.86,54.43104
M,21.76,185.42,74.84268
F,20.62,165.1,56.245408
F,25.85,167.64,72.57472
M,37.55,172.72,112.037224
F,30.15,157.48,74.84268
M,30.81,187.96,108.86208
M,29.24,193.04,108.86208
F,20.84,157.48,51.709488
M,27.36,172.72,81.64656
F,29.76,170.18,86.18248
F,30.12,160.02,77.11064
M,29.27,170.18,84.821704
M,27.36,172.72,81.64656
M,21.16,187.96,74.84268
M,23.16,170.18,67.131616
M,21.63,180.34,70.30676
M,23.05,182.88,77.11064
M,22.33,180.34,72.57472
M,28.29,162.56,74.84268
M,23.44,160.02,59.874144
F,25.79,165.1,70.30676
M,25.85,172.72,77.11064
F,21.92,170.18,63.50288
F,27.97,154.94,67.131616
M,27.36,172.72,81.64656
M,39.11,162.56,103.418976
M,23.38,177.8,73.935496
F,26.47,154.94,63.50288
M,30.69,167.64,86.18248
M,30.42,180.34,98.883056
F,30.86,162.56,81.64656
F,38.45,167.64,107.954896
M,23.01,180.34,74.84268
M,26.31,187.96,92.98636
M,28.34,175.26,87.089664
M,27.36,172.72,81.64656
F,21.65,165.1,58.96696
F,27.7,172.72,82.553744
F,20.2,160.02,51.709488
M,30.86,162.56,81.64656
M,36.28,185.42,124.7378
F,23.47,170.18,68.0388
F,25.72,162.56,68.0388
F,19.74,162.56,52.16308
M,31.57,177.8,99.79024
M,32.55,182.88,108.86208
M,27.73,185.42,95.25432
F,23.49,162.56,62.142104
F,30.66,160.02,78.471416
M,27.8,182.88,92.98636
M,30.78,165.1,83.91452
M,28.69,177.8,90.7184
F,23.05,160.02,58.96696
M,43.22,170.18,125.191392
M,26.49,167.64,74.389088
M,32.1,170.18,92.98636
M,28.49,182.88,95.25432
F,25.82,170.18,74.84268
F,24.14,165.1,65.77084
F,28.17,170.18,81.64656
F,26.62,170.18,77.11064
M,22.97,177.8,72.57472
F,33.28,165.1,90.7184
F,26.93,170.18,78.017824
M,30.56,187.96,107.954896
M,21.92,170.18,63.50288
F,20.8,165.1,56.699
F,29.5,162.56,78.017824
M,23.63,175.26,72.57472
F,27.73,152.4,64.410064
F,33.67,160.02,86.18248
M,29.83,182.88,99.79024
M,25.1,180.34,81.64656
M,26.15,172.72,78.017824
F,36.56,157.48,90.7184
M,27.36,172.72,81.64656
M,35.28,187.96,124.7378
M,29.05,167.64,81.64656
M,23.01,180.34,74.84268
F,18.82,165.1,51.255896
M,23.44,172.72,69.853168
M,31.01,175.26,95.25432
F,29.28,149.86,65.77084
M,32.55,182.88,108.86208
F,35.84,157.48,88.904032
M,26.26,190.5,95.25432
F,27.42,154.94,65.77084
F,38.22,157.48,94.800728
M,25.81,180.34,83.91452
F,42.89,162.56,113.398
F,30.26,154.94,72.57472
M,22.13,175.26,68.0388
M,23.63,175.26,72.57472
M,25.12,177.8,79.3786
M,24.41,185.42,83.91452
F,33.28,165.1,90.7184
F,35.56,170.18,102.965384
M,22.8,172.72,68.0388
M,34.71,193.04,129.27372
M,25.85,167.64,72.57472
M,26.7,177.8,84.368112
F,28.83,170.18,83.460928
M,30.84,177.8,97.52228
M,23.47,170.18,68.0388
F,33.35,170.18,96.615096
F,35.93,154.94,86.18248
M,26.63,167.64,74.84268
F,25.6,157.48,63.50288
M,24.39,182.88,81.64656
M,22.36,182.88,74.84268
M,26.92,180.34,87.543256
M,28.27,167.64,79.3786
M,23.74,182.88,79.3786
F,27.77,167.64,78.017824
M,25.34,185.42,87.089664
M,31.43,187.96,111.13004
F,31.73,162.56,83.91452
F,26.76,160.02,68.492392
F,32.47,165.1,88.45044
F,27.41,157.48,68.0388
M,29.03,185.42,99.79024
F,33.67,160.02,86.18248
F,30.82,160.02,78.925008
F,20.66,175.26,63.50288
F,25.03,167.64,70.30676
M,19.24,187.96,68.0388
F,25.12,177.8,79.3786
F,25.4,152.4,58.96696
F,21.0,167.64,58.96696
F,26.99,167.64,75.749864
F,26.26,154.94,63.049288
F,31.26,152.4,72.57472
F,26.56,160.02,68.0388
M,26.52,180.34,86.18248
F,26.56,160.02,68.0388
F,24.63,152.4,57.152592
F,22.48,152.4,52.16308
F,25.06,170.18,72.57472
F,33.09,154.94,79.3786
M,22.13,175.26,68.0388
F,22.13,175.26,68.0388
M,26.54,177.8,83.91452
F,23.3,165.1,63.50288
F,24.14,165.1,65.77084
M,26.46,182.88,88.45044
F,35.53,167.64,99.79024
F,21.13,170.18,61.23492
F,25.24,157.48,62.595696
F,25.08,172.72,74.84268
M,23.57,172.72,70.30676
F,24.21,167.64,68.0388
F,32.3,177.8,102.0582
F,27.3,175.26,83.91452
M,24.21,167.64,68.0388
F,19.36,177.8,61.23492
F,21.26,162.56,56.245408
F,22.32,162.56,58.96696
M,26.32,172.72,78.471416
M,29.76,170.18,86.18248
F,21.93,157.48,54.43104
F,21.61,170.18,62.595696
F,22.29,167.64,62.595696
M,23.17,175.26,71.213944
F,26.78,162.56,70.760352
F,25.06,170.18,72.57472
M,31.01,185.42,106.59412
F,18.82,165.1,51.255896
M,27.22,180.34,88.45044
F,25.84,175.26,79.3786
F,26.62,170.18,77.11064
F,25.37,170.18,73.481904
F,21.49,152.4,49.89512
M,26.26,190.5,95.25432
M,26.62,170.18,77.11064
M,29.52,175.26,90.7184
F,22.5,172.72,67.131616
F,22.3,154.94,53.523856
F,24.89,162.56,65.77084
F,31.02,160.02,79.3786
M,37.59,170.18,108.86208
M,26.39,185.42,90.7184
M,27.36,172.72,81.64656
F,43.25,165.1,117.93392
F,19.21,162.56,50.802304
M,22.83,187.96,80.739376
M,30.52,182.88,102.0582
F,38.14,149.86,85.728888
F,26.69,157.48,66.224432
F,28.72,152.4,66.678024
M,28.05,175.26,86.18248
F,23.06,157.48,57.152592
M,27.35,180.34,88.904032
M,29.52,175.26,90.7184
F,26.26,149.86,58.96696
F,24.21,167.64,68.0388
F,44.3,160.02,113.398
F,26.16,157.48,64.863656
M,22.97,177.8,72.57472
M,30.84,177.8,97.52228
F,25.13,154.94,60.327736
F,24.34,172.72,72.57472
F,26.17,167.64,73.481904
M,26.54,177.8,83.91452
F,27.34,152.4,63.50288
F,28.71,160.02,73.481904
F,27.41,157.48,68.0388
M,32.36,180.34,105.233344
M,25.81,177.8,81.64656
F,34.71,149.86,78.017824
F,38.37,175.26,117.93392
F,23.42,152.4,54.43104
M,25.72,162.56,68.0388
F,23.3,165.1,63.50288
M,23.05,182.88,77.11064
M,30.7,180.34,99.79024
F,39.45,162.56,104.32616
F,29.05,167.64,81.64656
M,24.34,172.72,72.57472
F,35.53,167.64,99.79024
F,28.96,170.18,83.91452
F,27.78,157.48,68.945984
M,21.29,172.72,63.50288
F,20.81,177.8,65.77084
M,21.79,167.64,61.23492
F,16.92,177.8,53.523856
M,29.26,177.8,92.532768
M,28.36,160.02,72.57472
M,25.6,185.42,87.996848
M,46.19,170.18,133.80964
F,27.96,165.1,76.203456
F,22.45,165.1,61.23492
M,29.15,182.88,97.52228
F,24.59,154.94,58.96696
F,28.29,162.56,74.84268
M,19.49,175.26,59.874144
M,34.88,180.34,113.398
F,26.3,165.1,71.667536
F,21.45,162.56,56.699
M,30.84,177.8,97.52228
F,22.86,157.48,56.699
M,25.1,180.34,81.64656
F,36.35,172.72,108.408488
M,33.28,165.1,90.7184
F,28.27,167.64,79.3786
F,31.88,160.02,81.64656
F,23.15,162.56,61.23492
F,21.25,160.02,54.43104
M,25.85,172.72,77.11064
M,27.11,182.88,90.7184
F,26.78,162.56,70.760352
F,29.79,157.48,73.935496
F,38.62,162.56,102.0582
M,22.06,172.72,65.77084
M,22.58,175.26,69.399576
M,23.15,162.56,61.23492
F,26.62,172.72,79.3786
M,27.73,185.42,95.25432
M,26.84,182.88,89.811216
M,23.76,193.04,88.45044
F,28.9,172.72,86.18248
F,23.06,157.48,57.152592
M,25.06,170.18,72.57472
M,24.34,175.26,74.84268
M,31.01,175.26,95.25432
M,18.83,180.34,61.23492
F,26.69,157.48,66.224432
M,24.34,172.72,72.57472
F,19.31,172.72,57.606184
M,23.43,167.64,65.77084
F,21.13,170.18,61.23492
F,24.02,162.56,63.50288
M,29.49,190.5,107.047712
M,23.47,170.18,68.0388
F,21.98,162.56,58.059776
M,29.16,162.56,77.11064
F,24.15,157.48,59.874144
F,20.39,160.02,52.16308
F,26.18,152.4,60.781328
F,28.29,162.56,74.84268
M,28.89,187.96,102.0582
F,27.45,167.64,77.11064
F,23.15,162.56,61.23492
M,22.13,175.26,68.0388
F,38.09,160.02,97.52228
F,28.69,177.8,90.7184
F,17.12,175.26,52.616672
M,27.47,175.26,84.368112
F,29.16,162.56,77.11064
F,23.68,162.56,62.595696
F,20.12,157.48,49.89512
